start	end	text	predictions
4477.84	4483.97	 Talk to me. Talk to me. Stop flexing your muscles Jordan. You look like a fucking imbecile baby	1.0
4483.97	4485.34	 Come on, you should feel	0.0
4486.3	4490.16	 Happy you got a husband who's in such great shape like this, huh?	0.0
4502.48	4507.19	 Yes, my morning ritual first I'd get up and fight with Naomi about whatever it is	0.0
4507.19	4512.56	 I did the night before next was a steam so I could sweat out the drugs still in my system	0.0
4512.84	4515.6	 Then I'd assess the damage drown out my eyeballs	0.0
4516.8	4523.06	 Take my back pills to get the day started then seek to make up with Naomi. Good morning, daddy	0.0
4524.14	4525.24	 Where's my kiss?	0.0
4535.48	4542.0	 No, daddy doesn't even get to touch mommy for a very very very long time	0.0
4542.64	4548.42	 Daddy's really sorry about what he said near the room. He didn't mean any of it. Daddy shouldn't waste his time	0.0
4549.64	4550.88	 and from now on	0.0
4552.54	4557.04	 It's gonna be nothing but short short skirts around the house	0.0
4559.86	4561.62	 And you know something else daddy	0.0
4563.7	4569.14	 Mommy is just so sick and tired of wearing panties	1.0
4569.6	4572.06	 Yeah, yeah	0.0
4575.7	4576.46	 In fact	0.0
4579.2	4583.02	 She's decided to throw them all away	0.0
4590.66	4595.14	 So take a good look daddy you're gonna be seeing an awful lot of this around the house	0.0
4600.26	4601.36	 But no touching	0.0
4616.5	4617.38	 Look at this shit	1.0
4619.5	4621.22	 Mommy likes to play games with daddy	0.0
4621.7	4628.6	 Mommy have you ever noticed anything odd about mr. Mr. Fuzzy bear over there	0.0
4631.86	4637.84	 His eyes seem to be a little bit odd don't they yeah, there's something a little bit different about his eyes	0.0
4640.26	4641.98	 Yes, I think it's true say hi mommy say hi	0.0
4641.98	4642.38	 Mommy	0.0
4645.62	4651.16	 See that huh of all the fucking days she chooses today to give me blue balls	1.0
4651.46	4656.96	 I mean today was the biggest day in strands history and I needed to be thinking straight. Hey, Jordan	0.0
4657.96	4665.1	 Welcome Steve here yet. This was the day that we launched the Steve Madden IPO troops are all here. Everyone's all rallied excited	0.0
4665.18	4669.44	 Everything had to run tight. It had to be perfect. Fuck is that kid doing?	1.0
4670.82	4671.44	 What you doing	0.0
4672.86	4676.44	 Biggest IPO in this firm's history. What the fuck is he doing?	1.0
4678.1	4680.62	 See see we're in a bowtie. Hi	0.0
4682.6	4683.96	 Are you going good	0.0
4686.08	4687.86	 Clean fishbowl I	0.0
4689.28	4694.68	 Just I had a minute you had a minute and today you needed to clean the fishbowl today	0.0
4695.26	4698.0	 I finished my paperwork and I was so just had a couple minutes	0.0
4699.12	4699.62	 Okay	0.0
4706.98	4707.88	 Our new issue day	0.0
4710.02	4716.12	 Sucking motherfucking new issue day. This is what you do. Hey everybody listen up	1.0
4717.26	4719.64	 This is what happens when you fuck with your pets on new issue day	1.0
4727.98	4735.1	 Take your little bowtie get your shit and get the fuck out of my office you understand get the fuck out	1.0
4742.9	4745.42	 Everybody on point we are here to make money everybody on point	0.0
4745.42	4745.8	 Fuck you bowtie	1.0
4746.7	4749.6	 A real wolf pit, which is exactly how I liked it	0.0
4749.76	4752.46	 Jordan we're gonna cut in the lobby. I cut a genius	1.0
4752.66	4753.91	 Enter Steve Madden	0.0
4753.91	4755.14	 Great American cop	0.0
4758.06	4762.14	 Red hot ladies footwear and posario and thanks to Donnie we were taken his company public	0.0
4764.36	4766.38	 Stratton Oakmont was crawling out of the primordial ooze	0.0
4766.38	4766.46	 Puns come no more	0.0
4770.1	4772.18	 That's why they got to see your face you get them fired up so they push the shit out of this stock	1.0
4773.4	4780.0	 Okay, and not only that Donnie and I secretly owned 85% of Steve Madden shoes, which legally speaking was a big no-no	0.0
4781.72	4784.6	 But we'd get filthy fucking rich if our troops got behind it our jobs	1.0
4784.6	4789.16	 Got behind it our job was to get him worked up, but not too worked up	0.0
4791.24	4792.16	 Hello if	0.0
4793.6	4794.98	 For those of you who don't know me	0.0
4795.96	4798.32	 My name's Steve Madden. Yeah, we know who you are	0.0
4804.28	4809.0	 This shoe this pretty cool, this is the Mary Lou which is really the	0.0
4809.22	4811.2	 On the map without it I wouldn't be here	0.0
4811.46	4814.86	 It's a fat girl shoe believe it or not believe it or not though	1.0
4815.02	4818.3	 The Mary Lou is actually the same as the Mary Jane, but it's black leather	0.0
4827.32	4834.6	 All right, let's give it up for Steve Madden and his awesome Mary Lou hold that up hold that up hold that up proud	0.0
4835.02	4836.4	 Give him a round of applause	0.0
4837.32	4840.22	 You guys got that out of your systems, huh?	0.0
4841.72	4843.18	 Having a good afternoon or what?	0.0
4844.06	4846.54	 I want to take a moment to tell you why Steve here is so	0.0
4847.24	4849.4	 Absolutely off the fucking wall	1.0
4850.78	4853.9	 It's because this man is a creative genius	0.0
4855.0	4859.78	 This this ability this this gift that Steve has it goes beyond just	0.0
4860.2	4862.96	 Spotting the hottest shoe trends Steve's power	0.0
4864.02	4866.56	 Is that he creates trends you understand?	0.0
4867.58	4874.28	 Artists like Steve come along once every decade. I'm talking georgia. Armani. Gianni. Versace coco chanel eve san laran	0.0
4875.42	4878.62	 Steve come up here for a second. I don't think you all realize	0.0
4879.36	4881.34	 That Steve Madden	0.0
4881.58	4889.52	 Is the hottest person in the women's shoe industry with orders going through the roof at every department store in north america right now	0.0
4890.0	4892.06	 We have him here at our office	0.0
4893.3	4898.5	 We should thank our fucking lucky stars this man is here we should be on our hands and knees right now	1.0
4898.92	4900.82	 Getting ready to suck this guy off	1.0
4901.48	4905.02	 All right, like this, okay. I want to suck you up Steve	1.0
4906.34	4907.8	 Everyone's gonna suck you off	1.0
4908.64	4912.14	 This is our golden ticket to the fucking chocolate factory right here	1.0
4913.28	4916.26	 And I want to meet really fucking wanka. Okay	1.0
4917.28	4919.88	 I want to be with the fucking oompa loompas like this	1.0
4922.76	4926.26	 You all right get off this fucking stage get out of here	1.0
4927.4	4929.32	 All right, we want all you to focus for a second	0.0
4930.1	4931.46	 See those little black boxes	0.0
4932.06	4935.48	 They're called telephones. I'm gonna let you on a little secret about these telephones	0.0
4936.44	4939.84	 And not gonna dial themselves. Okay without you	0.0
4940.84	4942.56	 They're just worthless hunks of plastic	1.0
4943.44	4946.7	 Like a loaded m16 without a train marine to pull the trigger	0.0
4948.06	4949.42	 And in the case of the telephone	0.0
4950.6	4953.0	 It's up to each and every one of you	0.0
4954.68	4956.54	 My highly trained stratonites	0.0
4958.04	4958.92	 My killers	1.0
4959.98	4962.92	 My killers who will not take no for an answer	0.0
4964.0	4965.26	 my fucking warriors	1.0
4966.28	4967.76	 Who will not hang up the phone?	0.0
4968.4	4972.06	 Until their client either buys or fucking	1.0
4979.9	4980.52	 Yeah	0.0
4988.44	4989.52	 Let me tell you something	0.0
4990.22	4992.82	 There is no nobility in poverty	0.0
4993.84	4998.72	 I have been a rich man and I have been a poor man and I choose rich every fucking time	1.0
5000.44	5004.88	 Because at least as a rich man when I have to face my problems I show up in the back of a limo	0.0
5005.12	5009.66	 Wearing a two thousand dollar suit and a forty thousand dollar gold fucking watch	1.0
5009.9	5010.38	 Oh	0.0
5017.98	5026.4	 If anyone here thinks i'm superficial or materialistic go get a job at fucking mcdonald's because that's where you fucking belong	1.0
5028.66	5031.4	 But before you depart this room for the winners	0.0
5033.04	5035.64	 I want you to take a good look at the person next to you. Go on	0.0
5037.1	5039.02	 Because sometime in the not so distant future	0.0
5039.82	5042.94	 You're gonna be pulling up to a red light and you beat up old fucking pinhole	1.0
5043.6	5048.08	 And that person's gonna be pulling up right alongside you in their brand new Porsche	0.0
5049.54	5053.54	 With that beautiful wife by their side who's got big voluptuous tits	1.0
5055.46	5056.86	 And who are you gonna be sitting next to?	0.0
5057.84	5062.3	 Some disgusting wildebeest with three days a razor stubble and a sleeveless mu mu	1.0
5062.7	5066.4	 Crammed in next to you and a carload full of groceries from the fucking price club	1.0
5067.02	5068.78	 That's who you're gonna be sitting next to	0.0
5069.34	5073.64	 So you listen to me and you listen well, are you behind on your credit card bills?	0.0
5074.3	5076.26	 Good pick up the phone and start dialing	0.0
5076.96	5082.02	 Is your landlord ready to evict you good pick up the phone and start dialing	0.0
5082.04	5084.78	 Does your girlfriend think you're a fucking worthless loser?	1.0
5085.42	5091.9	 Good pick up the phone and start dialing. I want you to deal with your problems by becoming rich	0.0
5091.9	5097.12	 All you have to do today is pick up that phone	0.0
5098.68	5101.08	 And speak the words that I have taught you	0.0
5101.9	5107.36	 And I will make you richer than the most powerful ceo in the united states of fucking america	1.0
5110.54	5112.52	 I want you to go out there	0.0
5114.06	5115.84	 And I want you to ram	0.0
5116.16	5118.94	 Steve madden stock down your clients throats	0.0
5119.66	5126.62	 Till they fucking choke on it till they choke on it and they buy a hundred thousand shares. That's what I want	1.0
5128.08	5129.44	 You'd be ferocious	0.0
5129.48	5131.32	 You'd be relentless	0.0
5132.0	5133.8	 You'd be telephone fucking	1.0
5145.4	5148.3	 Your mama she's calling you man	0.0
5148.8	5149.8	 Ha ha ha	0.0
5170.04	5177.76	 At 1 pm we opened the stock for sale at four dollars and 50 cents a share by 103 it was over 18	0.0
5178.6	5180.66	 dollars even the big wall street firms were buying	0.0
5190.9	5195.74	 Of the two million shares offered for sale a million belonged to me held in phony accounts by my rat holes	1.0
5196.06	5197.62	 Now once the price hit the high teens	0.0
5199.1	5206.6	 You know what who gives a shit as always the point is this 22 million dollars in three fucking hours	1.0
5207.68	5209.48	 Can you believe it?	0.0
5214.18	5219.82	 Barry climons on the phone from future video. I don't know. He shot your wedding. He says it's urgent urgent	0.0
5219.82	5225.82	 Who the fuck is barry climbing? Oh my god, you want to marry me your love with me. Yeah, go fuck your cousin barry	1.0
5225.82	5228.72	 What's up? Listen, uh got this subpoena	0.0
5229.84	5235.62	 Fuck you talk. Yeah the fbi they want a copy of your wedding video fucking fbi. You fucking kidding me	1.0
5235.78	5241.62	 Listen to me. His name is denin. He's an agent with the new york office. What's his problem? He's a boy scout	0.0
5241.82	5243.38	 Thinks you're fucking gordon gecko	1.0
5244.86	5250.18	 What is wrong with my wedding video? It's like an invasion of my privacy. You know what i'm saying? It's like it's intrusive	0.0
5250.42	5255.04	 You know, he's got pictures of your whole inner fucking circle pictures names of the people	1.0
5255.4	5258.68	 You know what he's trying to do exactly what he's doing. Look at yourself. He's trying to rattle you	0.0
5258.96	5260.34	 He's trying to rattle your old lady	0.0
5260.56	5262.88	 So she nags you until you become a fucking witness	1.0
5263.34	5266.36	 Or he wants me to write on myself. He wants me to give information about my	0.0
5266.9	5272.42	 Listen, the good fucking news is you know, I know everybody downtown. I call up the justice department at dea	1.0
5272.82	5277.02	 Nobody even knows you fucking exist. So calm down. They don't all exist	1.0
5277.88	5278.16	 No	0.0
5278.16	5279.46	 That's good	0.0
5285.48	5286.76	 You know who he is, right	0.0
5287.74	5291.59	 Yeah, so if I just wanted to get some more information, I just find out what he knows	0.0
5291.59	5294.88	 I mean you can you could go to his house go to his house, right?	0.0
5294.92	5297.86	 Tap his phones a little bit bug him you could get some information	0.0
5298.16	5303.08	 Don't fuck with these guys like that. You don't fuck with him like that. What are you nuts or something?	1.0
5303.08	5307.04	 That's what you fucking do. What do I pay you for I have a fucking pi license, you know	1.0
5307.04	5311.78	 I make a living at it. I'm not a cop anymore. They'll take my fucking license away from me. All right, okay	1.0
5313.4	5316.96	 Okay, if I if I can't do that, can I just can I give the guy a call?	0.0
5318.48	5321.26	 Why is that jordan jordan do me a favor?	0.0
5321.64	5326.26	 The only one that calls this guy is your fucking lawyer. I can't call him right told you	1.0
5327.44	5333.3	 Whatever the fuck you say to him. He's gonna use against you. Don't you understand? He's smart. You're dumb	1.0
5335.22	5339.67	 I'm not lying. Are we fucking talking tonight? Are you gonna get swept up the last time you took these fucking pills?	1.0
5339.67	5341.76	 You put your head in fucking macaroni out of picking up	1.0
5343.18	5344.08	 All right	0.0
5344.52	5345.36	 Okay, i won't call	0.0
5346.86	5354.06	 Hey fellas come on board planks right around there welcome	0.0
5356.1	5356.96	 What a nice day	0.0
5359.44	5360.26	 Hey	0.0
5360.86	5361.74	 Welcome aboard	0.0
5362.8	5367.92	 Jordan welcome aboard the night home. We pleasure to meet you agent denim. This is agent hughes. Hi. How are you?	0.0
5368.22	5372.94	 Let me introduce you. This is nicole heidi. Come on. Don't be shy. What are you guys all shy for?	0.0
5373.16	5375.42	 Don't be scared. These are uh friends of strat	0.0
5376.26	5377.48	 um	0.0
5379.5	5382.7	 Your message said that you wanted to speak privately	0.0
5383.4	5388.84	 Right. I do want to speak. Give us a minute. Hi ladies. Let me know if I can get you anything. We'd be happy to help	0.0
5390.36	5393.92	 You guys hungry want something to eat got some uh pasta shrimp lobster	0.0
5394.08	5399.22	 I got whiskey any kind of booze you want. You know what? The bureau doesn't allow us to drink what we're at sea	0.0
5399.78	5400.4	 duh	0.0
5401.76	5403.36	 Haven't been on one of these before	0.0
5404.34	5404.96	 a boat	0.0
5406.26	5408.66	 Learn how to sail one off six. Oh shit. Is that right?	1.0
5409.78	5414.24	 I mean i'm one like this though. I mean I had the whole front extended in order to fit the chopper up there	0.0
5414.58	5415.24	 See that	0.0
5417.24	5421.59	 Anyway, this is for you. It's a complete list of every person that was at my wedding	0.0
5421.59	5428.14	 Yeah, well, I understand you wanted the uh whole wedding video figured this would help expedite the whole process, right? There you go. Look	0.0
5429.04	5435.38	 My point is that I know you're investigating stratin but for the life of me I I I can't figure out why	0.0
5436.08	5439.54	 I know we're a little unorthodox. We're a little loud in the way we do things	0.0
5439.54	5443.5	 but you got to understand with the new guys on the block, you know trying to make a name for ourselves, but	0.0
5444.48	5446.22	 I want you to understand we don't	0.0
5447.24	5448.6	 Do anything illegal?	0.0
5449.72	5456.04	 Whatsoever, I mean you could talk to the sec there at my office 15 times over the last six months. So I mean I got	0.0
5456.92	5462.7	 Nothing to hide. Well, you know the sec is a civil regulatory agency. We pursue criminal activities	0.0
5462.76	5465.18	 exactly you you go after real criminals, which	1.0
5466.26	5470.36	 Makes me wonder what what the hell you're investigating me for. I mean, honestly what	1.0
5471.0	5474.98	 What what is it that you think that we did or do I don't get it? Well, I	0.0
5476.04	5481.04	 Jordan I can't discuss an ongoing investigation. No, I I get that no, I understand with that said	0.0
5481.04	5487.14	 This case got dumped on my desk did it you know by a higher up who uh needs to make a show of looking into	0.0
5488.14	5493.34	 The new company on the block, you know with all the press and everything and then I end up being the schmuck who does the looking exactly	0.0
5494.9	5498.56	 It just you know, it bothers me. We're the new guy and we're the one that's banging on wall street store	0.0
5499.5	5502.98	 I mean you should you should see what's going on at the bigger firms. I mean, I know all the information	0.0
5504.34	5509.64	 It's true. I'm Goldman Lehman Brothers Merrill collateralized debt obligations this internet stock bullshit	1.0
5509.64	5515.84	 I mean, it's a fucking travesty. I mean I could take you step by step to what exactly is occurring, you know	1.0
5515.84	5516.82	 All you have to do is ask. I'm I'm available	0.0
5520.94	5523.92	 It's exactly what I wanted to hear. I don't see why a little sit down like this	0.0
5526.14	5530.42	 Can't be profitable for the both of us. It should Ryan. It should profit the both of us. It should look	0.0
5532.2	5533.22	 I'm gonna give you my personal line	0.0
5534.6	5536.06	 Five days a week. You just call me feel free	0.0
5536.06	5538.96	 You just call me feel free i'll do that great	0.0
5542.14	5546.4	 You sure you guys don't want something to drink i'm and you're not hungry nothing nothing no	0.0
5550.28	5554.44	 Let me ask you and if you don't want to get too personal just tell me to shut up at any time	0.0
5556.16	5561.46	 Did you try to get your broker's license at one time did I hear that right were you trying to take a stab at wall street?	0.0
5562.64	5564.04	 No, what you've been talking to	0.0
5564.58	5568.86	 Who the fuck you by talking to me? I hear things. You know what I mean?	1.0
5570.92	5574.12	 You ever think about what would have happened if you would have you know stayed the course	0.0
5576.28	5579.36	 You know what when i'm riding home on the subway and my balls are fucking sweating	1.0
5579.48	5584.76	 I'm wearing the same suit three days in a row. Yeah, you you bet I do i've thought about it before who wouldn't right?	0.0
5584.82	5588.65	 All right, who fucking wouldn't I mean, what do you get another personal question? You don't need to answer me	1.0
5588.65	5592.52	 That's all right. Jordan. What are you pulling 50 60k something like that	0.0
5593.18	5594.48	 Year ballpark	0.0
5596.8	5597.9	 Let's put it this way	0.0
5598.6	5600.82	 You get a free handgun when you sign up for the bureau	0.0
5602.14	5604.19	 No, but it fucking pisses me off. You know what I mean?	1.0
5604.19	5610.0	 You think about the people that built this country hard-working people like you, you know firefighters teachers fbi	0.0
5610.78	5615.62	 End of the day you guys get fucking skinned alive financially fucking makes me angry	1.0
5616.46	5620.71	 Now that's the one thing about wall street in this market is for me. I feel	0.0
5620.71	5625.5	 It's good to give back, you know, there's there's situations where I can	0.0
5626.98	5629.0	 Make those situations better for people	0.0
5630.08	5631.1	 You know, you know	0.0
5631.1	5631.12	 Opportunity	0.0
5633.92	5634.64	 Is everything exactly	0.0
5636.4	5637.5	 Good for example, I got this one kid, right?	0.0
5639.94	5641.82	 Uh went to went to school for environmental science something like that	0.0
5642.66	5646.18	 He was bogged down by student loans turns out his mother needed triple bypass surgery	0.0
5646.18	5651.65	 To triple bypass surgery right horrible situation sure, but we got him in at the market at the right time	0.0
5651.65	5654.2	 He chose the right stock. We gave him the right guidance	0.0
5654.9	5661.1	 Boom overnight changed his entire life. You know, he got to put his mother into the best hospital in new york city	0.0
5661.66	5667.42	 It didn't work out for her granted. She passed away unfortunately, but we gave him that opportunity. You know what i'm saying?	0.0
5668.5	5672.46	 It's just about setting up the right team and then overnight your life can change	0.0
5676.06	5678.02	 I	0.0
5678.54	5679.5	 I	0.0
5682.26	5685.1	 What is an intern making an idea like that in that situation	0.0
5686.44	5689.22	 I mean that particular trade and one trade	0.0
5690.68	5692.16	 North of half a million dollars	0.0
5696.92	5701.22	 And I do that for anybody, you know anybody that needs the proper guidance	0.0
5708.16	5708.18	 So	0.0
5721.58	5726.98	 Can you say that again just the way you said just the same way	0.0
5729.76	5730.32	 Um	0.0
5731.94	5734.98	 I don't know what you're talking about. Come on. You know what i'm talking about	0.0
5734.98	5738.34	 I just say the same thing what jordan just did is he if i'm not mistaken	0.0
5738.64	5744.32	 You just tried to bribe a federal officer. No, technically I didn't bribe anybody. No, no, that's not the conversation	0.0
5744.32	5746.08	 No, no, no according to the u.s	0.0
5746.08	5752.36	 Criminal code there needs to be an exact dollar figure for an exchange of services that would not hold up in a court of law	0.0
5752.36	5755.62	 You know, I heard it. No, no, no, no, no, that's the truth	0.0
5755.62	5757.01	 But I want to tell you this	0.0
5757.01	5763.34	 Yeah, the same gentleman that told me that you tried to get your broker's license also told me that you were a straight arrow	0.0
5763.74	5765.56	 You ran a security check on me. Well	0.0
5766.66	5771.2	 When you sail on a boat fit for a bond villain, sometimes you need to play the part, right?	0.0
5773.04	5775.76	 I think it's time you both get the fuck off my boat. What do you say?	1.0
5777.62	5781.12	 You know jordan i'll tell you something most of the wall street jackasses that I bust	1.0
5781.12	5786.94	 Yeah, they're uh, they're to the manor born. Is that right? Yeah, their fathers are douchebags	1.0
5787.58	5789.3	 Just like their fathers before them	0.0
5789.94	5791.24	 but you	0.0
5793.24	5799.43	 Thank you jordan you got this way all on your own did I good for you little man little man	0.0
5799.43	5802.96	 Good for you me the little man and let me tell you something	0.0
5803.38	5805.3	 No, let me tell you something else	0.0
5805.66	5809.48	 Honestly, i'm not bullshitting here. This is one of the nicest boats that i've ever been on	1.0
5809.58	5811.52	 I gotta I gotta tell you I bet it is and you know what?	0.0
5811.52	5815.34	 I was just thinking too the fucking hero that i'm gonna be back at the office	1.0
5815.98	5821.08	 When the bureau seizes this fucking boat because I mean fucking he fuck fuck jordan look at this thing	1.0
5822.1	5823.0	 It's beautiful	0.0
5826.38	5828.16	 All right, get the fuck off my boat	1.0
5828.2	5834.72	 I'm sure we'll be seeing each other real soon. I'm sure good luck on that subway ride home to your miserable ugly fucking wives	1.0
5834.72	5838.16	 I'm gonna have heidi lick some caviar off my balls in the meantime	1.0
5838.42	5845.06	 Hey, you guys want to take some lobsters for your ride home fucking miserable pricks. I know you can't afford them fucking cheap fucks	1.0
5845.8	5847.58	 fucking miserable pricks	1.0
5848.48	5854.4	 Hey fellas, look what I found in my pocket. Look a year's salary right here. That's what I call them	0.0
5854.96	5856.04	 fun coupons	0.0
5856.38	5857.04	 See that	0.0
5857.92	5858.86	 a fun coupon	0.0
5867.76	5874.08	 Switzerland what the fuck is in Switzerland swiss fucking banks. That's what it was ass covering time	1.0
5874.52	5875.52	 I had to hide my money	0.0
5876.96	5882.1	 Enter rugrat. He knew the swiss banker from lost european pussy, but he was in geneva	1.0
5882.64	5884.9	 And there was no way I was gonna make that flight sober	0.0
5886.74	5890.3	 So I knew if I took my drugs right I could sleep through the entire flight	0.0
5891.0	5892.96	 But I had to take them just right	0.0
5893.8	5898.82	 At 4 pm. I popped a few more loons which started kicking in by the time I finished my sales meeting	0.0
5899.52	5905.1	 My tingle phase by dinner. I popped a few more on top of some cocktails and a volume or two	0.0
5906.1	5907.04	 my slur phase	0.0
5909.5	5916.3	 By 8 30 I took a few more loons and pretty much lost all my motor skills. This was the drool phase	0.0
5919.52	5924.38	 By 10, I didn't know who or what the fuck I was the amnesia phase	1.0
5925.14	5927.3	 We boarded the plane just before midnight	0.0
5928.42	5929.34	 Look at you	0.0
5930.94	5932.18	 Let's see your sleeping pills	0.0
5933.88	5936.56	 Yes, you're boarding glasses. Thank you. We have boarding glasses	0.0
5937.32	5938.88	 Jesus christ. I want to fuck	1.0
5939.94	5943.92	 Hey, relax. Oh my god. Get your hand on my fucking car	1.0
5945.52	5947.08	 He's got his hand my dick again	1.0
5948.68	5953.86	 You gotta stop doing that in public places. Oh my god. Take it off. Take it off	0.0
5954.42	5956.16	 I heard there's a treasure map under	0.0
5959.26	5960.54	 Please sit down	0.0
5961.34	5963.68	 Go back to your seat. What are you upset about?	0.0
5971.0	5976.26	 I'm going okay. Sorry stop. We apologize. Okay. Okay go to sleep man question. I want to ask you a question	0.0
5977.9	5983.26	 We cannot take off if you haven't really horny to sit down fasten it. Okay, I'll see you	0.0
5983.8	5987.7	 What I will do it for you. Okay, you gotta speak english. Come do it. You don't understand this language	0.0
5989.04	5989.7	 He can't	0.0
6014.24	6015.58	 Jesus christ	0.0
6019.04	6021.26	 Donny donny this isn't	0.0
6022.1	6028.42	 Funny you got untiming buddy. I can't even tie you the captain tied you up. He almost fucking tased you	1.0
6029.88	6030.24	 Why?	0.0
6031.44	6031.92	 Why?	0.0
6045.7	6045.72	 Oh	0.0
6046.3	6047.28	 Screaming to people	0.0
6049.56	6053.82	 You on the floor like rolling around and shit you called the captain the n-word	1.0
6054.7	6057.76	 I called the captain the n-word. Yeah, he was very upset	1.0
6058.38	6060.5	 Really? Luckily. We're in first class	0.0
6062.44	6064.82	 Jesus christ, I think you have a fucking drug problem	1.0
6065.96	6067.02	 With lutes	0.0
6068.34	6072.24	 With lutes, they're on my ass. Don't worry about it. I got	1.0
6073.22	6074.28	 Thank god	0.0
6075.24	6078.5	 Jesus christ, what are we gonna do? I get this witzel on buddy. This is bad	0.0
6079.08	6082.5	 When things are against my chest, I can't breathe. Come on. Do something to calm me down, please	0.0
6083.02	6084.38	 Shut the fuck up. Shut the fuck	1.0
6085.78	6086.72	 Okay, shh	0.0
6088.18	6088.92	 That's good	0.0
6089.5	6094.84	 Harder buddy, they're all right. We all love you. Shut the fuck up	1.0
6094.84	6095.24	 Oh	0.0
6100.28	6103.36	 Mr. Belfort you're free to go	0.0
6105.96	6106.32	 Really	0.0
6111.22	6113.75	 Hey donnie when we get up there try not to act like yourself, okay	0.0
6113.75	6116.04	 Let's make geneva an asshole free donnie's on all right	1.0
6116.38	6120.76	 What are you fucking coming to me for? Hey, listen, the only reason you're sitting this limo and not a swiss jail is because of my friend	1.0
6120.76	6121.1	 Okay	0.0
6123.36	6128.34	 We're here here we're here we're here i'm gonna calm down come on jordan belfort at last	0.0
6129.1	6130.98	 Nicholas has told me so much about you	0.0
6131.86	6133.78	 jordan jean jocherelle	0.0
6133.8	6135.78	 Pleasure to make your queens nice to meet you	0.0
6138.16	6139.7	 You understand when you're in the fucking	1.0
6142.06	6146.66	 Yes, yeah, yeah, I don't understand i'm sorry i'm curious about your bank secrecy laws here	0.0
6148.24	6151.6	 Uh wait, yes, excusez-moi jordan	0.0
6152.58	6159.64	 Swiss custom requires 10 minutes of uh, blah blah blah chit chat. Yeah, chit chat. Thank you before business can be discussed	1.0
6161.64	6161.98	 Yeah	0.0
6165.38	6166.26	 Of course	0.0
6167.34	6169.38	 Let's get down to it. What would you like to know?	0.0
6170.66	6178.24	 Under what circumstances would you be obligated to cooperate with an fbi or or us justice department investigation?	0.0
6178.36	6179.14	 for example	0.0
6181.36	6181.4	 To depend	0.0
6188.32	6191.3	 Whether america plans to invade switzerland in the coming months	0.0
6192.76	6195.96	 So check of tanks are rolling down the rue de la croix. Yes rue de la croix	0.0
6197.52	6199.44	 Not cry no not rue de la croix	0.0
6200.34	6205.25	 See this is what I used to do back in law school check with champagne jamban. Yeah. Yeah. Yeah french fries	0.0
6205.25	6209.44	 Bovry and that kind of that kind of stuff	0.0
6211.56	6216.16	 What i'm asking you swiss dick is are you going to fuck me over	1.0
6219.12	6222.56	 I understand perfectly you american shit	1.0
6225.14	6229.16	 The only way the banque real de geneve would cooperate with a foreign legal party	0.0
6229.74	6233.32	 Is if the crime being pursued is also a crime in switzerland	0.0
6234.08	6236.84	 But there are very few swiss laws which apply to your	0.0
6238.68	6238.7	 practices	0.0
6239.3	6242.14	 From a financial standpoint you are now	0.0
6243.34	6244.14	 in heaven	0.0
6244.54	6246.12	 See, I told you he was fantastic, right?	0.0
6246.76	6250.0	 If the u.s. Justice department sent us a subpoena	0.0
6250.72	6252.32	 It would become a	0.0
6252.32	6252.92	 papi toilet	1.0
6254.8	6256.22	 We would wipe our ass with it	1.0
6257.78	6261.66	 Unless of course it was an investigation in the stock fraud which	0.0
6262.36	6266.2	 Is a crime here in switzerland if i'm correct, then there would have to be	0.0
6266.78	6270.08	 cooperation on your part if i'm not mistaken. Yes	0.0
6270.82	6271.72	 Yes, we would	0.0
6273.48	6275.32	 Assuming their account is under your name	0.0
6277.22	6279.68	 If it were another name	0.0
6281.32	6284.94	 A friend's a camarade cousin cousin absolutely	0.0
6288.94	6290.14	 Relative yeah	0.0
6292.92	6297.22	 Was that yodeling I just heard or did you just say what I thought you said	0.0
6298.32	6298.82	 Yes	0.0
6299.14	6299.88	 Yes	0.0
6300.64	6306.64	 He's telling me to use a fucking rat hole, but a u.s rat hole would never get into switzerland with all that money	1.0
6307.48	6310.85	 What I needed was a rat hole with a european passport	0.0
6310.85	6311.86	 One more person	0.0
6321.16	6325.8	 How's my favorite art, huh welcome was the traffic terrible oh no not at all	0.0
6330.58	6332.86	 Thank god aunt emma didn't need too much convincing	0.0
6333.6	6338.62	 Turned out the british weren't too different from the swiss money talks and bullshit takes the bus	1.0
6339.26	6340.88	 How do you say rat hole in british	0.0
6344.16	6350.66	 I'll come forth immediately i'll say that I duped you and I promise risk is what keeps us young isn't it darling?	0.0
6355.84	6363.64	 Sometimes I wonder if you let money get the best of you my love among other substances	0.0
6368.66	6372.3	 It's that obvious, huh, it's chilly darling you're sweating bullets	0.0
6375.28	6376.78	 What can I say i'm	0.0
6378.84	6379.9	 I'm a drug addict	1.0
6381.02	6382.74	 Really am I I mean	0.0
6382.88	6384.14	 cocaine pills	0.0
6384.98	6386.82	 Whatever it is i'll fucking do it	1.0
6388.44	6389.22	 That's the truth	0.0
6391.46	6392.72	 Sex addict too	0.0
6393.6	6395.66	 Well, there are worse things to be addicted to than sex	0.0
6395.66	6400.22	 Oh Jesus why am I telling you all this why am I i'm sorry	0.0
6402.1	6406.7	 Because i'm very easy to talk to you are they are easy to talk to	0.0
6408.72	6410.34	 I suppose it's it's	0.0
6410.58	6412.12	 Just my job, you know, it's uh	0.0
